AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
Karapakkam,624,34,1,1,2,Family,No,Commercial,ELO,No Access,C,4,3,3,3,202228,92321,4396250
Chrompet,980,84,1,1,3,Normal Sale,No,Commercial,NoSewage,Paved,RL,3,3,4,3,380824,130908,11900750
Karapakkam,1003,196,1,1,3,AbNormal,Yes,Commercial,NoSewage,Gravel,RH,2,4,4,3,373330,161440,10090000
Adyar,1072,66,1,1,3,Family,Yes,House,NoSewage,No Access,A,2,2,2,2,264308,33038,6607690
Karapakkam,808,119,1,1,2,AdjLand,No,House,NoSewage,Gravel,C,3,2,3,2,161577,90293,4752250
Chrompet,1027,131,1,1,3,Normal Sale,No,House,ELO,Paved,RH,2,3,3,3,215799,44648,7441350
Karapakkam,696,84,1,1,2,Normal Sale,No,House,NoSewage,Gravel,RL,3,2,3,3,212561,77295,6441250
Velachery,1716,86,2,1,4,Family,Yes,House,ELO,Paved,RL,2,3,2,2,414394,155398,10359860
Velachery,1878,18,3,2,5,Family,No,Commercial,All Pub,Paved,C,5,2,4,3,573149,257917,14328720
KK Nagar,1699,98,2,1,4,Normal Sale,Yes,Others,NoSewage,Gravel,RL,4,2,2,3,457764,125885,11444100
KK Nagar,1626,188,2,1,4,AbNormal,No,House,All Pub,Paved,RM,2,3,2,3,348490,135524,9680280
KK Nagar,1730,200,2,1,4,Normal Sale,No,Commercial,NoSewage,Gravel,RL,2,3,3,3,589574,235830,14739360
Chrompet,996,78,1,1,3,Family,No,Others,ELO,Gravel,RL,4,4,2,3,295007,151974,8939620
Chrompet,1277,111,2,1,4,AdjLand,Yes,Commercial,All Pub,No Access,RM,4,3,3,3,518443,47131,15710400
Chrompet,906,64,1,1,3,Normal Sale,No,Commercial,NoSewage,Paved,RH,3,2,2,2,327251,30680,10226600
Anna Nagar,1976,112,2,1,5,Partial,No,House,NoSewage,Paved,RL,5,2,2,3,369002,110700,12300050
Velachery,1776,120,2,1,4,Normal Sale,Yes,House,NoSewage,Paved,RH,4,2,3,3,319653,89903,9989170
Karapakkam,1402,112,2,2,4,Normal Sale,No,House,NoSewage,Gravel,I,3,3,5,4,257761,111464,6966500
Chrompet,1160,138,1,1,3,AdjLand,Yes,Others,All Pub,No Access,RH,4,3,2,3,255525,104103,9463900
Velachery,1957,134,3,2,5,Normal Sale,Yes,Commercial,ELO,No Access,I,4,3,3,3,547180,243191,15199450
T Nagar,1887,48,2,1,5,AdjLand,No,Commercial,NoSewage,No Access,RL,2,2,3,2,573985,348491,20499450
Velachery,1859,142,3,2,5,Normal Sale,Yes,House,ELO,Paved,RH,4,4,4,4,297756,138953,9925210
Chrompet,747,168,1,1,2,Family,Yes,Commercial,All Pub,No Access,RM,4,2,2,3,336707,157130,11223550
Adyar,985,159,1,1,3,Partial,Yes,House,NoSewage,Paved,C,3,2,2,2,265662,44277,7379505
Chrompet,1024,77,1,1,3,Normal Sale,Yes,Commercial,All Pub,No Access,RH,3,3,2,3,302285,108823,12091400
Velachery,1600,148,2,1,4,Family,Yes,Others,ELO,Paved,RL,2,3,4,3,315906,94772,10530200
Chrompet,1276,141,2,1,4,Normal Sale,No,Others,NoSewage,Paved,RL,3,2,3,3,316936,163270,9604120
Chrompet,1159,90,1,1,3,Family,Yes,House,ELO,Gravel,RH,4,3,2,3,253758,108754,9062800
Karapakkam,1024,142,1,1,3,AbNormal,Yes,House,NoSewage,No Access,C,3,3,4,3,166198,94970,4748500
Adyar,1249,93,2,2,4,AdjLand,No,Commercial,NoSewage,Paved,A,3,2,4,3,417195,176992,12642285
Chrompet,839,175,1,1,3,Normal Sale,Yes,Others,All Pub,Gravel,RH,2,4,3,3,255008,72859,9107430
Chrompet,1286,105,2,1,4,AbNormal,No,House,All Pub,No Access,RM,2,2,4,3,292906,118993,9153300
KK Nagar,2467,69,4,2,6,AdjLand,No,House,All Pub,Gravel,RL,3,3,2,2,581942,139160,12650920
Karapakkam,653,121,1,1,2,AdjLand,No,Commercial,ELO,No Access,RM,2,3,5,3,297775,160340,7635250
Karapakkam,606,4,1,1,2,Family,Yes,Others,NoSewage,Gravel,RM,2,3,3,3,353430,117810,7854000
T Nagar,1837,81,2,1,5,AdjLand,Yes,House,ELO,No Access,RL,4,4,4,4,488298,105578,13197230
Velachery,1880,95,3,2,5,Family,Yes,Commercial,NoSewage,No Access,C,3,3,4,3,437429,109357,13669670
KK Nagar,2189,1,3,2,5,AdjLand,Yes,Commercial,All Pub,Gravel,RH,2,4,4,3,547496,456247,18249860
Velachery,1853,123,3,2,5,AdjLand,Yes,Commercial,NoSewage,Paved,C,2,4,4,3,588293,279439,14707330
Chrompet,1057,200,1,1,3,Normal Sale,No,Others,All Pub,Paved,RL,4,3,2,3,228621,27435,9144840
Adyar,723,49,1,1,2,Family,No,Commercial,ELO,Gravel,RM,3,3,3,3,329098,142609,10969920
T Nagar,1812,100,2,1,5,Family,No,Others,ELO,No Access,RL,2,2,4,3,440951,232724,12248640
T Nagar,1788,145,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,4,3,5,4,426755,156477,14225180
Velachery,1615,31,2,1,4,AbNormal,No,House,ELO,Paved,I,4,4,4,4,288694,128308,8019280
Anna Nagar,1755,85,1,1,4,AdjLand,No,House,NoSewage,No Access,RL,3,4,2,3,308078,182565,11410310
Adyar,1296,25,2,2,4,Family,No,House,All Pub,No Access,RM,3,4,4,4,338320,49753,9950600
KK Nagar,1554,18,2,1,4,AbNormal,Yes,House,NoSewage,Paved,RL,2,2,3,3,479055,229547,9980320
Anna Nagar,1737,71,1,1,4,AdjLand,Yes,House,All Pub,Gravel,RL,4,3,4,4,385905,214392,14292780
Karapakkam,785,116,1,1,2,Family,Yes,Others,All Pub,No Access,I,4,2,3,3,207104,86293,5752875
Karapakkam,1678,70,2,2,4,Partial,Yes,Commercial,NoSewage,Gravel,C,3,2,4,3,475330,202015,11883250
KK Nagar,2360,171,4,2,6,Normal Sale,Yes,Commercial,NoSewage,Paved,RM,2,3,4,3,693566,495405,19816180
KK Nagar,1464,2,2,1,4,Family,Yes,Others,NoSewage,Paved,RH,4,4,3,3,394575,131525,9394640
KK Nagar,1632,156,2,1,4,Partial,Yes,Others,All Pub,Gravel,RH,2,4,2,3,514815,262661,10506420
Velachery,1755,103,2,1,4,AbNormal,Yes,Others,ELO,No Access,C,2,3,4,3,332987,61340,8762820
Velachery,1556,105,2,1,4,Partial,No,Others,NoSewage,Paved,RL,4,2,4,3,289791,130873,9348100
Adyar,1170,120,1,1,3,AdjLand,No,House,NoSewage,Gravel,RH,3,3,4,3,337985,18269,9134740
Adyar,901,106,1,1,3,Partial,No,Others,All Pub,Gravel,I,4,4,4,4,267514,84076,7643255
Karapakkam,1160,184,1,1,3,Partial,Yes,Commercial,NoSewage,Gravel,A,4,4,2,3,426540,222156,8886250
Karapakkam,1570,170,2,2,4,Family,Yes,House,NoSewage,No Access,A,3,5,3,3,243466,128140,6407000
Karapakkam,1476,167,2,2,4,AbNormal,No,Commercial,NoSewage,Paved,RL,4,3,4,4,576800,126896,11536000
Karapakkam,586,190,1,1,2,Family,Yes,Others,ELO,Paved,I,4,2,2,3,255984,85328,5333000
Karapakkam,1059,110,1,1,3,Normal Sale,Yes,House,All Pub,Paved,RL,3,3,4,4,306121,188382,7849250
T Nagar,1712,1,1,1,4,AbNormal,Yes,House,NoSewage,Gravel,RL,3,4,3,3,372538,262157,13797720
Adyar,847,7,1,1,3,Partial,No,Others,NoSewage,Gravel,RH,2,2,2,2,284707,14985,7492300
Karapakkam,1192,152,1,1,3,Family,No,House,NoSewage,No Access,I,4,4,3,4,235059,101503,5342250
Velachery,1942,126,3,2,5,Partial,Yes,Commercial,All Pub,No Access,RL,4,3,2,3,583655,324253,16212650
Karapakkam,557,105,1,1,2,Family,Yes,Others,ELO,No Access,I,4,3,2,3,183695,94203,4710125
Velachery,1728,123,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,4,2,2,3,461853,283071,14898480
Velachery,1798,23,2,1,4,Family,Yes,Commercial,All Pub,Gravel,RM,3,3,4,3,511811,204725,17060380
Karapakkam,1497,24,2,2,4,Partial,Yes,House,All Pub,Gravel,A,4,3,4,4,311929,76249,6931750
Chrompet,1173,27,1,1,3,Normal Sale,Yes,House,NoSewage,No Access,RH,3,2,3,2,262285,24589,8196400
Anna Nagar,1640,198,1,1,4,Partial,Yes,Commercial,NoSewage,No Access,RH,3,3,4,3,495731,318684,17704670
KK Nagar,1747,82,2,1,4,Partial,Yes,Others,NoSewage,Paved,RL,2,4,3,3,377464,161770,10784680
Karapakkam,1342,183,2,2,4,AbNormal,Yes,Commercial,ELO,No Access,I,4,2,2,3,287828,211074,9594250
T Nagar,2000,31,2,1,5,AdjLand,No,House,NoSewage,No Access,RM,4,3,2,3,435100,95178,13596890
Velachery,1987,158,3,2,5,Family,No,Others,NoSewage,Gravel,RH,3,3,2,3,423940,167345,11156320
Karapakkam,1567,2,2,2,4,Family,No,Others,All Pub,Gravel,C,4,2,4,3,247228,193147,7725875
Karapakkam,1188,187,1,1,3,Partial,No,Commercial,All Pub,No Access,RM,2,4,3,3,373141,186571,9819500
Adyar,737,12,1,1,2,Family,No,House,NoSewage,No Access,A,2,2,3,2,123814,54169,3869180
Karapakkam,785,63,1,1,2,AdjLand,Yes,Others,NoSewage,Paved,C,2,5,2,2,251663,93642,5852625
KK Nagar,2078,13,3,2,5,AbNormal,No,House,NoSewage,Paved,RH,2,2,4,3,475144,106665,9696820
Adyar,647,45,1,1,2,Family,Yes,Commercial,All Pub,No Access,RH,2,4,4,3,373407,76596,9574550
Karapakkam,1171,111,1,1,3,AdjLand,Yes,Others,All Pub,No Access,A,4,4,2,3,256310,134258,6102625
KK Nagar,2435,124,4,2,6,Partial,Yes,Commercial,NoSewage,Gravel,RM,2,4,4,3,850347,364434,20246360
Velachery,1805,29,3,2,5,AdjLand,Yes,Commercial,All Pub,Paved,RL,2,4,5,4,643358,237027,16930470
Karapakkam,1145,38,1,1,3,Normal Sale,No,House,All Pub,Gravel,A,4,5,3,4,264492,82654,5510250
Karapakkam,971,15,1,1,3,Normal Sale,No,House,All Pub,Paved,RL,2,2,2,2,287342,156732,6530500
Karapakkam,1657,78,2,2,4,AbNormal,Yes,Others,NoSewage,Gravel,RL,3,2,3,3,507356,223237,10147125
Velachery,1638,16,2,1,4,AdjLand,Yes,House,NoSewage,No Access,RH,4,3,4,3,300883,116471,9705900
Adyar,1284,141,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3,2,4,3,531547,225505,16107475
Adyar,1273,66,2,2,4,AbNormal,No,Others,ELO,No Access,A,2,3,3,3,231002,96872,7451690
Chrompet,1185,188,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RL,3,3,3,3,264238,111793,10163000
T Nagar,1538,161,1,1,4,Family,Yes,Commercial,NoSewage,Gravel,RL,4,3,3,3,678193,368162,19376950
KK Nagar,1929,84,3,2,5,Normal Sale,No,Others,All Pub,Paved,RH,4,2,3,3,447655,81392,10173980
KK Nagar,1656,30,2,1,4,AbNormal,Yes,House,NoSewage,Paved,RM,4,3,4,3,392764,163652,10910100
Adyar,1287,9,2,2,4,Family,Yes,Commercial,NoSewage,Gravel,I,2,4,2,2,585531,135123,15013625
T Nagar,1749,118,1,1,4,AbNormal,No,Others,NoSewage,No Access,RH,3,2,4,3,374829,152274,11713410
Anna Nagar,1585,188,1,1,4,Family,No,Commercial,All Pub,No Access,RL,2,4,2,3,469335,104297,17382790
T Nagar,1962,180,2,1,5,Normal Sale,Yes,Others,NoSewage,Paved,RM,4,3,3,4,412438,222082,15862990
KK Nagar,1425,106,2,1,4,Normal Sale,No,House,NoSewage,Paved,RL,3,3,3,3,303705,69418,8677280
Karapakkam,884,11,1,1,2,Normal Sale,Yes,Commercial,NoSewage,Paved,I,4,2,3,3,323018,132520,8282500
Chrompet,1052,159,1,1,3,Normal Sale,No,Others,NoSewage,No Access,RH,4,2,4,3,261582,103048,7926740
T Nagar,1756,12,1,1,4,Partial,No,House,NoSewage,Gravel,RL,5,5,3,4,483743,133029,12093570
Karapakkam,523,148,1,1,2,AbNormal,Yes,House,All Pub,Gravel,RM,3,4,4,3,295600,118240,7390000
Velachery,1524,33,2,1,4,Family,Yes,Others,NoSewage,Paved,RM,3,3,3,3,431078,187906,11053290
T Nagar,1949,137,2,1,5,Partial,Yes,Others,NoSewage,No Access,RM,3,2,2,2,448413,216974,14464930
Chrompet,1263,61,2,1,4,AdjLand,No,Others,NoSewage,Gravel,RL,4,3,2,3,276562,127644,10637010
KK Nagar,1917,106,3,2,5,Family,Yes,House,All Pub,Paved,RL,2,4,3,3,342425,276149,11045960
KK Nagar,1401,100,2,1,4,Partial,No,House,NoSewage,Paved,RH,2,4,3,3,370510,148204,7410200
Chrompet,723,8,1,1,2,Family,No,Others,All Pub,Gravel,RM,2,4,5,3,242084,77813,8645860
T Nagar,1660,156,1,1,4,Normal Sale,No,Commercial,NoSewage,Paved,RH,4,3,4,4,551420,249028,17787740
Chrompet,895,191,1,1,3,Partial,Yes,House,ELO,Gravel,RH,3,4,3,3,255443,93662,8514750
Anna Nagar,1889,160,2,1,5,Partial,Yes,House,ELO,Gravel,RM,3,2,2,2,387549,83046,13841050
Chrompet,1199,187,1,1,3,AdjLand,No,Others,NoSewage,Paved,RH,2,2,4,3,229015,27482,9160580
Karapakkam,782,95,1,1,2,AdjLand,Yes,Commercial,All Pub,No Access,I,3,3,3,3,319575,132507,7794500
Anna Nagar,1571,124,1,1,4,Partial,Yes,Others,NoSewage,Paved,RL,3,2,4,3,388396,64733,12946530
KK Nagar,1848,178,3,2,5,Normal Sale,Yes,Commercial,NoSewage,Paved,RL,3,2,2,2,540032,381199,15883280
Chrompet,1131,64,1,1,3,AdjLand,Yes,Others,NoSewage,No Access,RL,4,4,3,4,292600,121076,10089670
Karapakkam,1062,15,1,1,3,AdjLand,Yes,House,All Pub,No Access,A,4,2,4,3,170744,112051,5335750
KK Nagar,1983,148,3,2,5,AdjLand,Yes,House,All Pub,Paved,RM,2,4,2,2,485075,254664,12126880
Velachery,1572,1,2,1,4,AdjLand,No,House,NoSewage,Gravel,C,2,4,2,3,285791,65324,8165450
Anna Nagar,1535,149,1,1,4,Family,No,Others,ELO,Gravel,RH,3,3,4,3,298603,206725,11484740
T Nagar,1818,193,2,1,5,Normal Sale,Yes,Commercial,NoSewage,Gravel,RM,4,2,3,3,682767,154173,22024740
KK Nagar,1484,54,2,1,4,Partial,Yes,Others,NoSewage,Gravel,RH,3,2,4,3,302902,224733,9771020
KK Nagar,2189,60,3,2,5,AdjLand,No,Others,NoSewage,Gravel,RH,4,4,2,3,470803,253509,12071880
Chrompet,1203,171,2,1,4,Partial,No,Commercial,All Pub,No Access,RL,2,4,3,3,426543,219734,12925550
KK Nagar,1610,140,2,1,4,Partial,Yes,Commercial,All Pub,Gravel,RM,2,2,4,3,677049,292362,15387480
Adyar,863,26,1,1,3,AbNormal,Yes,House,NoSewage,Paved,A,3,3,3,3,199110,59733,6637005
Karapakkam,985,61,1,1,3,Partial,No,Others,All Pub,Gravel,RL,2,4,2,2,238300,59575,7446875
Karapakkam,1623,47,2,2,4,AbNormal,No,Commercial,All Pub,Paved,RH,4,2,4,3,489657,291463,11658500
Adyar,1019,153,1,1,3,Partial,No,House,ELO,Gravel,C,3,3,3,3,213230,26654,6663435
Karapakkam,1575,4,2,2,4,Family,Yes,House,NoSewage,Paved,RM,3,3,4,3,455136,227568,9894250
Chrompet,802,161,1,1,3,AbNormal,No,Others,NoSewage,No Access,RM,3,4,3,3,262960,47811,7968490
T Nagar,1846,190,2,1,5,Normal Sale,No,Others,NoSewage,No Access,RH,2,2,5,3,446535,173653,12403760
Chrompet,759,131,1,1,2,AdjLand,No,Others,All Pub,Paved,RL,4,4,3,3,252628,57045,8149280
KK Nagar,2060,159,3,2,5,AbNormal,No,Commercial,NoSewage,Paved,RL,3,3,4,3,704554,352277,16012600
KK Nagar,1503,183,2,1,4,Partial,Yes,Others,NoSewage,Gravel,RM,4,4,3,3,478205,244663,11121040
Velachery,1853,17,3,2,5,Partial,Yes,House,NoSewage,No Access,RL,4,4,2,3,302791,75698,9462230
T Nagar,1739,16,1,1,4,AdjLand,Yes,Commercial,NoSewage,Paved,RL,4,4,4,4,675760,286686,20477590
Karapakkam,766,38,1,1,2,Family,Yes,Commercial,NoSewage,Paved,RM,4,2,2,2,271421,105066,8755500
Chrompet,857,27,1,1,3,AbNormal,Yes,Others,All Pub,No Access,RL,3,2,4,3,279562,127074,8471590
T Nagar,1887,108,2,1,5,Partial,No,House,ELO,Gravel,RM,3,4,2,3,325601,234433,13024030
Karapakkam,1502,98,2,2,4,Normal Sale,No,House,NoSewage,No Access,RM,2,2,2,2,361471,147875,8215250
Velachery,1568,109,2,1,4,Family,No,Others,NoSewage,No Access,A,3,2,4,3,235388,114513,6361850
Chrompet,918,190,1,1,3,Partial,No,Commercial,NoSewage,No Access,RM,3,2,4,3,327879,32788,10929300
Adyar,1289,70,2,2,4,Normal Sale,No,Commercial,All Pub,Gravel,RH,3,3,2,2,512208,87807,14634500
KK Nagar,1941,34,3,2,5,AdjLand,No,Others,NoSewage,Gravel,RM,3,3,3,3,550279,220112,12228420
Velachery,1730,146,2,1,4,AbNormal,Yes,Others,NoSewage,No Access,RL,2,4,2,3,409282,157416,10494410
Velachery,1513,128,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,A,2,3,4,3,494026,86454,12350640
Velachery,1762,142,2,1,4,Family,Yes,House,NoSewage,No Access,RH,2,2,4,3,308417,63498,9071080
Anna Nagar,1970,65,2,1,5,Partial,Yes,House,All Pub,No Access,RH,2,4,3,3,361076,112058,12450910
Velachery,1702,129,2,1,4,AbNormal,No,Commercial,NoSewage,No Access,I,4,2,2,2,476800,207836,12225650
Velachery,1726,19,2,1,4,Partial,No,House,NoSewage,No Access,C,2,3,3,3,217748,122484,6804640
Chrompet,1243,164,2,1,4,Family,Yes,Commercial,NoSewage,Gravel,RL,2,3,4,3,433864,108466,15495150
Velachery,1550,53,2,1,4,Partial,Yes,Commercial,ELO,Gravel,A,3,2,3,2,435984,236677,12456680
KK Nagar,1830,123,3,2,5,AdjLand,Yes,Commercial,All Pub,Gravel,RH,3,2,3,2,636179,342558,16312280
Karapakkam,1435,76,2,2,4,AbNormal,Yes,House,NoSewage,Gravel,RM,3,3,4,4,341364,195065,9753250
Velachery,1729,105,2,1,4,Partial,Yes,Others,ELO,Paved,RH,4,4,2,3,350782,116927,10629750
T Nagar,1572,113,1,1,4,AdjLand,Yes,Commercial,All Pub,Gravel,RM,2,2,4,3,807919,207159,20715860
Chrompet,1145,74,1,1,3,AdjLand,Yes,Commercial,NoSewage,Gravel,RH,4,2,2,3,386024,185864,14297200
Chrompet,1043,143,1,1,3,AbNormal,Yes,Others,ELO,No Access,RH,3,3,2,3,224570,66539,8317410
Karapakkam,1332,137,1,1,3,Normal Sale,No,Others,NoSewage,Paved,RM,3,3,4,3,346983,140446,8261500
Karapakkam,608,41,1,1,2,Family,Yes,Commercial,ELO,No Access,I,4,3,2,3,229631,99300,6206250
Adyar,676,67,1,1,2,Partial,Yes,Commercial,NoSewage,No Access,I,3,2,2,2,319218,16801,8400465
Velachery,1685,175,2,1,4,AdjLand,Yes,Others,NoSewage,Gravel,RH,3,3,5,4,355338,177669,11104320
Adyar,658,175,1,1,2,AdjLand,No,Others,NoSewage,Gravel,C,3,4,3,3,237272,36503,6083885
Chrompet,1008,99,1,1,3,AdjLand,No,Others,NoSewage,Paved,RL,5,4,3,4,247412,106034,8836160
Anna Nagar,1924,36,2,1,5,Family,No,Others,ELO,No Access,RM,3,2,5,3,463081,95340,13620040
KK Nagar,2112,77,3,2,5,AdjLand,No,Commercial,NoSewage,Gravel,RH,2,3,2,2,804310,351886,16756460
Chrompet,917,177,1,1,3,Normal Sale,Yes,Commercial,NoSewage,Gravel,RH,2,2,4,3,321029,95120,11889950
Karapakkam,1353,20,2,2,4,AbNormal,Yes,Others,ELO,No Access,RL,3,2,2,3,291512,77165,8573875
Anna Nagar,1694,161,1,1,4,AbNormal,Yes,Others,All Pub,Paved,RL,4,2,3,3,548144,154605,14054970
Anna Nagar,1625,192,1,1,4,AdjLand,Yes,Commercial,All Pub,No Access,RH,4,5,4,4,696012,128213,18316110
Anna Nagar,1882,45,2,1,5,Normal Sale,Yes,Others,All Pub,No Access,RL,2,3,4,3,590474,221428,14761860
T Nagar,1924,80,2,1,5,Normal Sale,Yes,Commercial,All Pub,No Access,RM,2,2,2,2,575205,287602,22123260
Chrompet,894,89,1,1,3,AbNormal,No,Commercial,NoSewage,No Access,RM,2,4,2,3,337354,97942,10882400
Karapakkam,904,82,1,1,3,Normal Sale,Yes,Others,NoSewage,No Access,RL,2,4,3,3,260794,89219,6863000
Adyar,1279,190,2,2,4,AdjLand,No,House,NoSewage,Gravel,RH,4,3,5,4,362338,137101,9792910
Velachery,1547,23,2,1,4,AbNormal,No,Others,ELO,Gravel,RM,4,3,2,3,343080,201812,10090590
Karapakkam,626,193,1,1,2,Family,No,House,All Pub,Paved,RH,4,3,3,3,248565,45655,5072750
T Nagar,1673,32,1,1,4,Partial,No,Others,NoSewage,No Access,RM,4,4,3,3,389002,194501,12156320
Chrompet,1296,65,2,1,4,Partial,Yes,Others,NoSewage,Gravel,RH,4,3,2,3,354454,85928,10741020
KK Nagar,2194,73,3,2,5,Partial,No,Commercial,NoSewage,Gravel,RH,2,3,4,3,722637,201666,16805520
KK Nagar,1678,200,2,1,4,Partial,No,Commercial,NoSewage,Paved,RL,4,3,3,3,475514,271722,13586120
Chrompet,702,190,1,1,2,AdjLand,Yes,House,ELO,No Access,RM,2,2,3,2,216575,136362,8021300
Adyar,1067,55,1,1,3,Partial,Yes,House,ELO,No Access,RH,2,3,3,3,270654,63683,7960405
Chrompet,980,90,1,1,3,Family,Yes,Commercial,NoSewage,Paved,RH,4,3,2,3,308031,189558,11847350
KK Nagar,1989,185,3,2,5,AdjLand,Yes,House,NoSewage,Paved,RM,2,3,2,2,407510,191770,11985600
Chrompet,1257,163,2,1,4,Normal Sale,No,Commercial,NoSewage,Paved,RL,4,2,5,3,413654,110308,13788450
Chrompet,1069,55,1,1,3,Normal Sale,Yes,Others,All Pub,Gravel,RH,2,4,4,4,302408,110883,10080280
Karapakkam,606,86,1,1,2,AbNormal,No,Commercial,NoSewage,No Access,RL,2,4,3,3,262590,85342,6564750
Karapakkam,1449,49,2,2,4,Partial,Yes,House,NoSewage,Gravel,RL,3,2,4,3,354460,203815,8861500
Karapakkam,1154,170,1,1,3,Family,No,House,NoSewage,Paved,RM,3,4,5,4,236400,70920,7880000
Adyar,927,72,1,1,3,Family,No,Commercial,NoSewage,Gravel,RM,4,5,2,3,469267,63414,12682895
Karapakkam,1613,151,2,2,4,Family,Yes,Others,ELO,Gravel,RL,4,4,4,4,335598,183053,10169625
Velachery,1851,106,3,2,5,AdjLand,Yes,House,All Pub,Gravel,RM,4,4,2,4,442487,95673,11959100
Velachery,1511,128,2,1,4,Family,No,Commercial,NoSewage,No Access,C,2,3,2,2,405284,166270,10391900
KK Nagar,1765,6,2,1,4,AbNormal,No,Others,NoSewage,Paved,RH,2,5,3,3,345539,177439,9338880
Karapakkam,1238,63,1,1,3,Normal Sale,Yes,Commercial,ELO,No Access,RM,4,2,4,3,430531,283244,11329750
Chrompet,934,3,1,1,3,Family,Yes,House,ELO,Gravel,RH,5,3,2,3,211726,118567,8469050
Chrompet,754,92,1,1,2,Family,Yes,House,NoSewage,Paved,RL,4,3,2,3,238880,107881,7705800
T Nagar,1736,60,1,1,4,Partial,Yes,Others,All Pub,Paved,RL,2,2,3,2,365487,182743,14057180
Chrompet,980,18,1,1,3,AbNormal,Yes,House,NoSewage,Gravel,RH,3,4,3,3,284510,43108,8621500
Karapakkam,1299,114,1,1,3,AdjLand,No,Commercial,NoSewage,Paved,I,3,4,2,3,336186,177432,9338500
Karapakkam,849,118,1,1,2,Normal Sale,No,Others,NoSewage,Paved,RH,3,2,4,3,204080,90702,5668875
KK Nagar,1450,169,2,1,4,AdjLand,Yes,Others,All Pub,Paved,RH,3,4,2,3,431738,251011,10040420
T Nagar,1634,11,1,1,4,Partial,Yes,House,NoSewage,Paved,RM,4,3,2,3,432829,190954,12730270
Karapakkam,1320,57,1,1,3,AdjLand,Yes,Commercial,NoSewage,Paved,I,2,2,4,3,332145,177144,11071500
Chrompet,769,69,1,1,2,AdjLand,Yes,House,ELO,No Access,RH,2,2,3,2,203326,36308,7261650
Karapakkam,1150,32,1,1,3,Partial,Yes,House,NoSewage,Gravel,I,2,3,3,3,223424,69820,6982000
Chrompet,908,39,1,1,3,Normal Sale,No,Others,All Pub,Paved,RH,4,2,4,3,188674,37735,7546960
Karapakkam,1668,141,2,2,4,AbNormal,Yes,Commercial,ELO,Gravel,RH,3,2,3,3,423166,218408,13650500
KK Nagar,1990,149,3,2,5,AdjLand,No,House,NoSewage,Gravel,RH,5,2,4,3,351520,117173,10652120
Anna Nagar,1857,28,2,1,5,Normal Sale,No,Others,NoSewage,Gravel,RH,3,4,4,4,454873,66893,13378610
KK Nagar,2061,115,3,2,5,Partial,Yes,Commercial,NoSewage,Gravel,RL,2,2,2,2,725167,397115,17265880
KK Nagar,1668,14,2,1,4,AbNormal,No,House,All Pub,Gravel,RL,4,4,3,4,492186,231026,10044620
KK Nagar,1444,198,2,1,4,Normal Sale,No,House,All Pub,Gravel,RL,3,5,3,3,347841,173921,9153720
Chrompet,1121,106,1,1,3,Partial,Yes,Others,NoSewage,Paved,RH,2,4,2,3,245417,54537,9089520
KK Nagar,1514,4,2,1,4,Normal Sale,Yes,House,NoSewage,Paved,RH,5,4,3,4,326724,154286,9075660
Chrompet,1256,34,2,1,4,AbNormal,Yes,House,All Pub,No Access,RL,2,2,4,2,318650,139409,9957800
Karapakkam,672,103,1,1,2,AbNormal,Yes,Others,NoSewage,No Access,RH,3,3,5,4,232210,127716,5805250
Adyar,908,112,1,1,3,Family,Yes,Commercial,All Pub,Gravel,RL,4,4,2,3,405702,157046,13087155
Karapakkam,1631,22,2,2,4,Normal Sale,Yes,House,ELO,Paved,RL,4,2,4,3,428444,149024,9314000
Adyar,1001,58,1,1,3,Normal Sale,Yes,Others,All Pub,Gravel,RL,3,3,2,3,410816,126405,10533755
Velachery,1618,8,2,1,4,Normal Sale,No,Commercial,All Pub,Paved,A,4,4,3,4,458492,91698,11462310
KK Nagar,2340,129,4,2,6,AdjLand,Yes,Others,NoSewage,Paved,RH,3,3,4,3,569721,284860,12948200
Karapakkam,1159,121,1,1,3,AdjLand,No,Others,NoSewage,No Access,RH,2,4,4,3,295182,67646,6149625
Velachery,1775,43,2,1,4,AbNormal,Yes,Others,All Pub,Paved,RH,3,4,4,4,430232,165474,11031600
Chrompet,1008,30,1,1,3,Partial,No,Commercial,NoSewage,Gravel,RM,3,2,3,2,317826,152557,12713050
Velachery,1563,57,2,1,4,Normal Sale,Yes,Commercial,All Pub,Paved,RM,4,4,2,3,563931,156647,15664740
KK Nagar,1723,35,2,1,4,Normal Sale,Yes,House,All Pub,Gravel,RL,2,2,5,3,518214,247841,11265520
Velachery,1543,55,2,1,4,Normal Sale,No,Commercial,ELO,No Access,RM,3,4,2,3,425726,206413,12900790
Chrompet,1231,161,2,1,4,AdjLand,No,Others,ELO,Gravel,RL,4,2,3,3,287600,143800,10271420
